water_pay,respondent,research_asst_name,water_used_season,_bamboo_dataset_id,_deleted_at,water_point_condition,_xform_id_string,other_point_1km,_attachments,communities_villages,end,animal_number,water_point_id,start,water_connected,water_manager_name,_status,enum_id_1,water_lift_mechanism,districts_divisions,_uuid,grid,date,formhub/uuid,road_available,water_functioning,_submission_time,signal,water_source_type,_geolocation,water_point_image,water_point_geocode,deviceid,locations_wards,water_manager,water_developer,_id,animal_point,water_mechanism_plate,water_lift_mechanism_type,road_type,water_mechanism_plate_units,water_mechanism_plate_no,water_not_functioning,water_source_type_other,simserial,subscriberid
no,community,H.M,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351764310324.jpg'],Nabulugu,2012-11-01T10:07:27.449Z,50_to_500,xxx,2012-11-01T10:03:35.638Z,no,Basiru,submitted_via_web,5,yes,northern,e4dea1638789414bb85bbbde58da0744,grid_within_500_m,2012-11-01 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:19:36,high,protected_well,"['10.31843707', '-0.66449055']",1351764310324.jpg,10.31843707 -0.66449055 172.0 5.0,355047040123780,west_mamprusi,individual,community,381749,yes,no,manual_power,,,,,,,
no,community,"H.M
",year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351764665244.jpg'],Nabulugu,2012-11-01T10:11:55.226Z,50_to_500,xxx,2012-11-01T10:07:35.112Z,no,Migira,submitted_via_web,5,yes,northern,1745d143f4d74448a083382cc140e66b,grid_within_500_m,2012-11-01 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:19:41,high,borehole,"['10.31884081', '-0.66436243']",1351764665244.jpg,10.31884081 -0.66436243 182.39999389648438 5.0,355047040123780,west_mamprusi,community,international,381750,yes,no,hand_pump,,,,,,,
no,community,H.M,year_round,,,functioning,_08_Water_points_CV,no,['north_ghana/attachments/1351765034508.jpg'],Nabulugu,2012-11-01T10:17:46.262Z,50_to_500,xxx,2012-11-01T10:12:01.698Z,no,Nachinaba,submitted_via_web,5,yes,northern,020382529ec744e2a71ab9002a8a98f3,grid_within_500_m,2012-11-01 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:19:49,high,protected_well,"['10.32036511', '-0.6640172']",1351765034508.jpg,10.32036511 -0.6640172 182.8000030517578 5.0,355047040123780,west_mamprusi,individual,community,381751,yes,no,manual_power,,,,,,,
no,local_authority,H.M,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351767777050.jpg'],Nayoku,2012-11-01T11:06:56.030Z,50_to_500,3819,2012-11-01T10:53:30.497Z,no,Abdulai Yamoah,submitted_via_web,5,yes,northern,2f66cdd6c6fa42088d30387939e1946c,grid_within_500_m,2012-11-01 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-11-13 07:19:56,high,borehole,"['10.37239224', '-0.76207836']",1351767777050.jpg,10.37239224 -0.76207836 182.1999969482422 5.0,355047040123780,west_mamprusi,community,community,381752,yes,yes,hand_pump,gravel,horsepoower,3819.0,,,,
no,local_authority,H.M,wet_season,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351768667297.jpg'],Nayoku,2012-11-01T11:20:56.642Z,50_to_500,xxx,2012-11-01T11:15:31.058Z,no,Mahami Iddi,submitted_via_web,5,yes,northern,7412a1bec9604d57bd47ed40aa832247,grid_within_500_m,2012-11-01 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:20:10,high,protected_well,"['10.37390532', '-0.76514901']",1351768667297.jpg,10.37390532 -0.76514901 175.39999389648438 5.0,355047040123780,west_mamprusi,community,community,381754,yes,no,manual_power,,,,,,,
no,community,"H.M
",year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351769678554.jpg'],Nayoku,2012-11-01T11:35:11.103Z,50_to_500,xxx,2012-11-01T11:21:07.714Z,no,Ali,submitted_via_web,5,yes,northern,311c95055bde412e819a894b857769d9,grid_within_500_m,2012-11-01 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:20:24,high,borehole,"['10.37424405', '-0.76610459']",1351769678554.jpg,10.37424405 -0.76610459 174.5 5.0,355047040123780,west_mamprusi,community,state_government,381755,yes,no,pump_mini_grid,,,,,,,
no,community,"H.M

",year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351770450816.jpg'],Nayoku,2012-11-01T11:49:51.812Z,50_to_500,Xxx,2012-11-01T11:46:29.016Z,no,WUDANA,submitted_via_web,5,yes,northern,e0c37bbdcbee4369b5e81d1086c69c29,grid_within_500_m,2012-11-01 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-11-13 07:20:44,high,protected_well,"['10.37629071', '-0.76549603']",1351770450816.jpg,10.37629071 -0.76549603 190.60000610351563 5.0,355047040123780,west_mamprusi,community,individual,381756,yes,no,manual_power,gravel,,,,,,
no,local_authority,HM,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351770933757.jpg'],Nayoku,2012-11-01T11:58:02.713Z,50_to_500,Xxx,2012-11-01T11:54:45.602Z,no,CHIEF,submitted_via_web,5,yes,northern,75b8d6aae5774fcd9b89879683cfda24,grid_within_500_m,2012-11-01 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:20:55,high,protected_well,"['10.37472267', '-0.76748862']",1351770933757.jpg,10.37472267 -0.76748862 175.6999969482422 5.0,355047040123780,west_mamprusi,community,state_government,381757,yes,no,hand_pump,,,,,,,
no,local_authority,HM,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351771145976.jpg'],Nayoku,2012-11-01T12:01:04.242Z,50_to_500,Xxx,2012-11-01T11:58:10.772Z,no,Wudana,submitted_via_web,5,yes,northern,0a3eb624675045d9bd3028cb9eaa5dca,grid_within_500_m,2012-11-01 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:21:02,high,protected_well,"['10.3740308', '-0.76813542']",1351771145976.jpg,10.3740308 -0.76813542 181.89999389648438 5.0,355047040123780,west_mamprusi,community,community,381758,yes,no,manual_power,,,,,,,
no,local_authority,Hm,cannot_determine,,,broken,_08_Water_points_CV,yes,['north_ghana/attachments/1351771347164.jpg'],Nayoku,2012-11-01T12:04:51.683Z,,Xxx,2012-11-01T12:01:08.724Z,no,Chief,submitted_via_web,5,yes,northern,312e7f6132184a83a6d16e3462624dcf,grid_within_500_m,2012-11-01 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,no,2012-11-13 07:21:09,high,borehole,"['10.37383581', '-0.76793602']",1351771347164.jpg,10.37383581 -0.76793602 177.5 5.0,355047040123780,west_mamprusi,community,state_government,381759,no,no,hand_pump,,,,lift_broken,,,
no,local_authority,Hm,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351771595060.jpg'],Nayoku,2012-11-01T12:09:04.616Z,50_to_500,Wudana,2012-11-01T12:04:58.468Z,no,Wudana,submitted_via_web,5,yes,northern,530437034c30471c9b7939bd1bfc5231,grid_within_500_m,2012-11-01 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:21:16,high,protected_well,"['10.37318577', '-0.76802276']",1351771595060.jpg,10.37318577 -0.76802276 165.39999389648438 5.0,355047040123780,west_mamprusi,community,community,381760,yes,no,manual_power,,,,,,,
yes,community,Hm,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351772496411.jpg'],Nayoku,2012-11-01T12:24:54.050Z,50_to_500,Sp3,2012-11-01T12:20:57.933Z,yes,Ali salifu,submitted_via_web,5,yes,northern,bd1eb25caa69418db10d4ec966e9e680,grid_within_500_m,2012-11-01 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:21:23,high,borehole,"['10.37657737', '-0.76836808']",1351772496411.jpg,10.37657737 -0.76836808 191.39999389648438 5.0,355047040123780,west_mamprusi,community,state_government,381761,yes,yes,pump_mini_grid,,horsepoower,3.0,,,,
no,community,Hm,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351772848030.jpg'],Nayoku,2012-11-01T12:31:28.072Z,50_to_500,Xxx,2012-11-01T12:25:18.466Z,no,Yulisi naa,submitted_via_web,5,yes,northern,638874d4deeb403c80b052ea4b807fae,grid_within_500_m,2012-11-01 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:21:40,high,protected_well,"['10.37544564', '-0.7688575']",1351772848030.jpg,10.37544564 -0.7688575 178.6999969482422 5.0,355047040123780,west_mamprusi,community,community,381762,yes,no,manual_power,,,,,,,
no,community,Hm,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351773461883.jpg'],Nayoku,2012-11-01T12:41:50.141Z,50_to_500,Xxx,2012-11-01T12:36:48.326Z,no,Migira Mahami,submitted_via_web,5,yes,northern,a709e4d7ccbb4e1fbc56ef6f9c71ac1d,grid_within_500_m,2012-11-01 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-11-13 07:21:52,high,protected_well,"['10.37789124', '-0.76733703']",1351773461883.jpg,10.37789124 -0.76733703 191.0 5.0,355047040123780,west_mamprusi,community,individual,381763,yes,no,manual_power,gravel,,,,,,
no,community,HM,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351773871922.jpg'],Nayoku,2012-11-01T12:46:50.520Z,50_to_500,HM,2012-11-01T12:43:03.638Z,no,MAHAMADU AMADU,submitted_via_web,5,yes,northern,5a6af5fe0326476381c97e0553cf3ca9,grid_within_500_m,2012-11-01 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:21:59,high,protected_well,"['10.37807096', '-0.76707561']",1351773871922.jpg,10.37807096 -0.76707561 181.60000610351563 5.0,355047040123780,west_mamprusi,community,individual,381764,yes,no,manual_power,,,,,,,
no,community,HM,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351774237170.jpg'],Nayoku,2012-11-01T12:54:05.872Z,50_to_500,Xxx,2012-11-01T12:48:28.492Z,no,Kasimu,submitted_via_web,5,yes,northern,ebff0fca72b14fa3aeab5b317d13ff91,grid_within_500_m,2012-11-01 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:22:06,high,protected_well,"['10.37870982', '-0.76683965']",1351774237170.jpg,10.37870982 -0.76683965 185.5 5.0,355047040123780,west_mamprusi,individual,community,381765,yes,no,manual_power,,,,,,,
no,community,HM,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351774641298.jpg'],Nayoku,2012-11-01T12:59:38.361Z,50_to_500,Xxx,2012-11-01T12:56:20.567Z,no,KASIMU MUSAH,submitted_via_web,5,yes,northern,c5a53bc2173440f1a7027b03bec19207,grid_within_500_m,2012-11-01 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:22:14,high,protected_well,"['10.37875768', '-0.76680682']",1351774641298.jpg,10.37875768 -0.76680682 184.6999969482422 5.0,355047040123780,west_mamprusi,individual,individual,381766,yes,no,manual_power,,,,,,,
no,local_authority community,HM,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351774919890.jpg'],Nayoku,2012-11-01T13:06:40.267Z,50_to_500,Ind tech,2012-11-01T13:01:18.236Z,no,Salifu Wuni,submitted_via_web,5,yes,northern,72912c3d556c41e28fb53f3f42b5a2c8,grid_within_500_m,2012-11-01 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:22:27,high,borehole,"['10.37949241', '-0.76603523']",1351774919890.jpg,10.37949241 -0.76603523 185.39999389648438 5.0,355047040123780,builsa,community,state_government,381767,yes,yes,hand_pump,,horsepoower,5.0,,,,
no,community,Hm,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351775344343.jpg'],Nayoku,2012-11-01T13:11:30.787Z,,Xxx,2012-11-01T13:06:53.127Z,no,Ibrahim Mahami,submitted_via_web,5,yes,northern,20b6e02892aa48d79db19d7c1dc89510,grid_within_500_m,2012-11-01 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-11-13 07:22:38,high,protected_well,"['10.37901261', '-0.76577499']",1351775344343.jpg,10.37901261 -0.76577499 185.60000610351563 5.0,355047040123780,west_mamprusi,individual,individual,381768,no,no,manual_power,gravel,,,,,,
no,local_authority community,HM,cannot_determine,,,broken,_08_Water_points_CV,yes,['north_ghana/attachments/1351775583470.jpg'],Nayoku,2012-11-01T13:18:27.591Z,,Xxx,2012-11-01T13:12:11.419Z,no,Mr Tomas Diwara,submitted_via_web,5,yes,northern,383cd625d34b4ed8b73d5f4de45aff7b,grid_within_500_m,2012-11-01 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,no,2012-11-13 07:22:49,high,unprotected_well,"['10.37855143', '-0.76562505']",1351775583470.jpg,10.37855143 -0.76562505 187.39999389648438 5.0,355047040123780,west_mamprusi,community,individual,381769,no,no,manual_power,,,,kiosk_broken,,,
no,community,HM,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351776006980.jpg'],Nayoku,2012-11-01T13:22:11.138Z,50_to_500,Xxx,2012-11-01T13:18:53.540Z,no,Amaru,submitted_via_web,5,yes,northern,89e222691d084d2fb4401f62cfea4506,grid_within_500_m,2012-11-01 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:23:00,high,unprotected_well,"['10.37848329', '-0.76404783']",1351776006980.jpg,10.37848329 -0.76404783 189.89999389648438 5.0,355047040123780,west_mamprusi,individual,individual,381770,yes,no,manual_power,,,,,,,
no,community,Hm,wet_season,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351776252557.jpg'],Nayoku,2012-11-01T13:27:42.315Z,,Xxx,2012-11-01T13:22:43.490Z,no,Bukari,submitted_via_web,5,yes,northern,0ad3465c7eef422ca61271319ad4a50d,grid_within_500_m,2012-11-01 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:23:07,high,protected_well,"['10.37828298', '-0.76430576']",1351776252557.jpg,10.37828298 -0.76430576 189.60000610351563 5.0,355047040123780,west_mamprusi,community,individual,381771,no,no,manual_power,,,,,,,
no,community,HM,cannot_determine,,,broken,_08_Water_points_CV,yes,['north_ghana/attachments/1351776609118.jpg'],Nayoku,2012-11-01T13:33:16.209Z,,Xxx,2012-11-01T13:27:59.647Z,no,Secretary Bila,submitted_via_web,5,yes,northern,68e24bd39bac40249d4a3848f92f0a5c,grid_within_500_m,2012-11-01 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,no,2012-11-13 07:23:14,high,protected_well,"['10.37779856', '-0.76400586']",1351776609118.jpg,10.37779856 -0.76400586 190.8000030517578 5.0,355047040123780,west_mamprusi,individual,individual,381772,no,no,manual_power,,,,kiosk_broken,,,
no,community,HM,cannot_determine,,,broken,_08_Water_points_CV,yes,['north_ghana/attachments/1351777083828.jpg'],Nayoku,2012-11-01T13:41:02.356Z,,Xxx,2012-11-01T13:33:49.988Z,no,Yakubu,submitted_via_web,5,yes,northern,e995a593fa63468ba71b9eaea617ed60,grid_within_500_m,2012-11-01 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,no,2012-11-13 07:23:21,high,unprotected_well,"['10.37678871', '-0.76238588']",1351777083828.jpg,10.37678871 -0.76238588 182.89999389648438 5.0,355047040123780,west_mamprusi,individual,individual,381773,no,no,manual_power,,,,kiosk_broken,,,
no,community,HM,cannot_determine,,,broken,_08_Water_points_CV,yes,['north_ghana/attachments/1351777431416.jpg'],Nayoku,2012-11-01T13:45:38.543Z,,Xxx,2012-11-01T13:41:10.264Z,no,Mahamudu,submitted_via_web,5,yes,northern,7e433c4964f34e268aa5f53cf01e6828,grid_within_500_m,2012-11-01 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,no,2012-11-13 07:23:28,high,protected_well,"['10.37643345', '-0.76404632']",1351777431416.jpg,10.37643345 -0.76404632 185.8000030517578 5.0,355047040123780,west_mamprusi,individual,individual,381774,no,no,manual_power,,,,kiosk_broken,,,
no,community,HM,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351777636947.jpg'],Nayoku,2012-11-01T13:50:05.263Z,50_to_500,Xxx,2012-11-01T13:45:46.572Z,no,Abdul Rahaman,submitted_via_web,5,yes,northern,14da90f2d014472fab81c11b56783aae,grid_within_500_m,2012-11-01 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:23:36,high,protected_well,"['10.37587332', '-0.76338669']",1351777636947.jpg,10.37587332 -0.76338669 187.60000610351563 5.0,355047040123780,west_mamprusi,individual,individual,381775,yes,no,manual_power,,,,,,,
no,community,HM,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351777962120.jpg'],Nayoku,2012-11-01T13:55:48.771Z,,Xxx,2012-11-01T13:50:12.428Z,no,Amadu Tibla,submitted_via_web,5,yes,northern,3eada75405fb433890e71a8f8ffef3f0,grid_within_500_m,2012-11-01 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:23:44,high,unprotected_well,"['10.37480426', '-0.7631772']",1351777962120.jpg,10.37480426 -0.7631772 182.0 5.0,355047040123780,west_mamprusi,individual,individual,381776,no,no,manual_power,,,,,,,
no,community,HM,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351778312040.jpg'],Nayoku,2012-11-01T14:00:53.159Z,50_to_500,Xxx,2012-11-01T13:56:00.197Z,no,Ali,submitted_via_web,5,yes,northern,d1b38dae46c44e6eacc3612013f1acf8,grid_within_500_m,2012-11-01 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-11-13 07:23:59,high,borehole,"['10.37372168', '-0.76291793']",1351778312040.jpg,10.37372168 -0.76291793 188.39999389648438 5.0,355047040123780,west_mamprusi,individual,individual,381777,yes,no,manual_power,gravel,,,,,,
no,community,HM,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351778708788.jpg'],Nayoku,2012-11-01T14:07:53.048Z,50_to_500,Xxx,2012-11-01T14:00:59.532Z,no,Wuni,submitted_via_web,5,yes,northern,0d82f75637c04ab895c97fb6ca0d454d,grid_within_500_m,2012-11-01 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-11-13 07:24:10,high,unprotected_well,"['10.374546', '-0.76352684']",1351778708788.jpg,10.374546 -0.76352684 153.10000610351563 5.0,355047040123780,west_mamprusi,individual,individual,381778,yes,no,manual_power,gravel,,,,,,
no,community,HM,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351779024620.jpg'],Nayoku,2012-11-01T14:12:44.635Z,50_to_500,Xxx,2012-11-01T14:09:01.782Z,no,Alhassan pajaro,submitted_via_web,5,yes,northern,6ca00b2d0bfe404dbe7d4f16890d04ec,grid_within_500_m,2012-11-01 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-11-13 07:24:18,high,borehole,"['10.37529057', '-0.76460293']",1351779024620.jpg,10.37529057 -0.76460293 185.39999389648438 5.0,355047040123780,west_mamprusi,individual,community,381779,yes,no,manual_power,gravel,,,,,,
no,community,HM,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351779316061.jpg'],Nayoku,2012-11-01T14:17:47.529Z,50_to_500,Xxx,2012-11-01T14:13:02.502Z,no,Yakubu,submitted_via_web,5,yes,northern,5cc73243b3d84fe5990d18b839e1da05,grid_within_500_m,2012-11-01 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:24:25,high,borehole,"['10.37553415', '-0.76416602']",1351779316061.jpg,10.37553415 -0.76416602 187.89999389648438 5.0,355047040123780,west_mamprusi,individual,community,381780,yes,no,manual_power,,,,,,,
no,community,Haruna Mohammed,wet_season,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351780922189.jpg'],Nayoku,2012-11-01T14:46:51.001Z,50_to_500,Xxx,2012-11-01T14:40:07.899Z,no,Bramah Mahami,submitted_via_web,5,yes,northern,784e3eac0b3845398da412195a751950,grid_within_500_m,2012-11-01 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-11-13 07:24:38,high,protected_well,"['10.37510991', '-0.76541419']",1351780922189.jpg,10.37510991 -0.76541419 185.3000030517578 5.0,355047040123780,west_mamprusi,individual,community,381781,yes,no,manual_power,gravel,,,,,,
yes,community,HM,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351781395300.jpg'],Nayoku,2012-11-01T14:54:33.557Z,,SP,2012-11-01T14:47:03.300Z,yes,Salifu Wuni,submitted_via_web,5,yes,northern,ef6e5af3c64747c796c0c95338457ae4,grid_within_500_m,2012-11-01 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:24:47,high,borehole,"['10.37707096', '-0.76431236']",1351781395300.jpg,10.37707096 -0.76431236 175.8000030517578 5.0,355047040123780,west_mamprusi,community,state_government,381782,no,yes,pump_mini_grid,,horsepoower,1.0,,,,
no,community,HM,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351781730407.jpg'],Nayoku,2012-11-01T14:57:38.059Z,50_to_500,Xxx,2012-11-01T14:54:39.925Z,no,ALHASSAN,submitted_via_web,5,yes,northern,35eee4b5139a42c3ae0d530fbbeb1e6c,grid_within_500_m,2012-11-01 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:24:54,high,borehole,"['10.3770627', '-0.76383499']",1351781730407.jpg,10.3770627 -0.76383499 184.6999969482422 5.0,355047040123780,west_mamprusi,individual,individual,381783,yes,no,manual_power,,,,,,,
no,community,HM,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351781991660.jpg'],Nayoku,2012-11-01T15:07:34.254Z,50_to_500,Xxx,2012-11-01T14:58:03.914Z,no,Ibrahima ,submitted_via_web,5,yes,northern,e3bd326c1dfc48d785116ff17242c9fe,grid_within_500_m,2012-11-01 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:25:02,high,unprotected_well,"['10.37726577', '-0.76496382']",1351781991660.jpg,10.37726577 -0.76496382 186.39999389648438 5.0,355047040123780,west_mamprusi,individual,individual,381784,yes,no,manual_power,,,,,,,
no,community,HM,wet_season,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351782568069.jpg'],Nayoku,2012-11-01T15:12:20.572Z,50_to_500,Xxx,2012-11-01T15:08:28.066Z,no,Mahami Iddi,submitted_via_web,5,yes,northern,49af9f5b429a418aa1ff1576ef8904ab,grid_within_500_m,2012-11-01 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-11-13 07:25:09,high,unprotected_well,"['10.37756335', '-0.76496708']",1351782568069.jpg,10.37756335 -0.76496708 179.0 5.0,355047040123780,west_mamprusi,individual,individual,381785,yes,no,manual_power,,,,,,,
no,community,HM,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1351782971153.jpg'],Nayoku,2012-11-01T15:19:35.379Z,50_to_500,Xxx,2012-11-01T15:12:35.660Z,no,Saibu,submitted_via_web,5,yes,northern,c3ab0d96499b456e8734533bd77ad31b,grid_within_500_m,2012-11-01 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-11-13 07:25:21,high,protected_well,"['10.37673563', '-0.76612976']",1351782971153.jpg,10.37673563 -0.76612976 201.39999389648438 5.0,355047040123780,west_mamprusi,individual,individual,381786,yes,no,manual_power,gravel,,,,,,
